airtable_id,Study_ID,Title,Authors,Year,Journal,Category,Model,Related_Entities,Evidence_Tier,Pyramid_Level,Peer_Reviewed,DOI,PMID,PMCID,fulltext_pmc_available,Abstract_PubMed,Key_Finding,embedding_text
recCA12iJzdCsG6v3,MOT2008,"Efficacy of everolimus in advanced renal cell carcinoma: a double-blind, randomised, placebo-controlled phase III trial",Motzer RJ et al.,2008,Lancet,Human,"Humans, phase III RCT (RECORD-1)",Everolimus; Renal cell carcinoma,B - Human,2 - Human Clinical Trial,Yes,10.1016/S0140-6736(08)61039-9,,,False,"Everolimus (RAD001) is an orally administered inhibitor of the mammalian target of rapamycin (mTOR), a therapeutic target for metastatic renal cell carcinoma. We did a phase III, randomised, double-blind, placebo-controlled trial of everolimus in patients with metastatic renal cell carcinoma whose disease had progressed on vascular endothelial growth factor-targeted therapy.

Patients with metastatic renal cell carcinoma which had progressed on sunitinib, sorafenib, or both, were randomly assigned in a two to one ratio to receive everolimus 10 mg once daily (n=272) or placebo (n=138), in conjunction with best supportive care. Randomisation was done centrally via an interactive voice response system using a validated computer system, and was stratified by Memorial Sloan-Kettering Cancer Center prognostic score and previous anticancer therapy, with a permuted block size of six. The primary endpoint was progression-free survival, assessed via a blinded, independent central review. The study was designed to be terminated after 290 events of progression. Analysis was by intention to treat. This study is registered with ClinicalTrials.gov, number NCT00410124.

All randomised patients were included in efficacy analyses. The results of the second interim analysis indicated a significant difference in efficacy between arms and the trial was thus halted early after 191 progression events had been observed (101 [37%] events in the everolimus group, 90 [65%] in the placebo group; hazard ratio 0.30, 95% CI 0.22-0.40, p<0.0001; median progression-free survival 4.0 [95% CI 3.7-5.5] vs 1.9 [1.8-1.9] months). Stomatitis (107 [40%] patients in the everolimus group vs 11 [8%] in the placebo group), rash (66 [25%] vs six [4%]), and fatigue (53 [20%] vs 22 [16%]) were the most commonly reported adverse events, but were mostly mild or moderate in severity. Pneumonitis (any grade) was detected in 22 (8%) patients in the everolimus group, of whom eight had pneumonitis of grade 3 severity.

Treatment with everolimus prolongs progression-free survival relative to placebo in patients with metastatic renal cell carcinoma that had progressed on other targeted therapies.",Everolimus extended median progression-free survival from 1.9 to 4.0 months versus placebo in metastatic renal cell carcinoma.,"Efficacy of everolimus in advanced renal cell carcinoma: a double-blind, randomised, placebo-controlled phase III trial
Key finding: Everolimus extended median progression-free survival from 1.9 to 4.0 months versus placebo in metastatic renal cell carcinoma.
Abstract: Everolimus (RAD001) is an orally administered inhibitor of the mammalian target of rapamycin (mTOR), a therapeutic target for metastatic renal cell carcinoma. We did a phase III, randomised, double-blind, placebo-controlled trial of everolimus in patients with metastatic renal cell carcinoma whose disease had progressed on vascular endothelial growth factor-targeted therapy.

Patients with metastatic renal cell carcinoma which had progressed on sunitinib, sorafenib, or both, were randomly assigned in a two to one ratio to receive everolimus 10 mg once daily (n=272) or placebo (n=138), in conjunction with best supportive care. Randomisation was done centrally via an interactive voice response system using a validated computer system, and was stratified by Memorial Sloan-Kettering Cancer Center prognostic score and previous anticancer therapy, with a permuted block size of six. The primary endpoint was progression-free survival, assessed via a blinded, independent central review. The study was designed to be terminated after 290 events of progression. Analysis was by intention to treat. This study is registered with ClinicalTrials.gov, number NCT00410124.

All randomised patients were included in efficacy analyses. The results of the second interim analysis indicated a significant difference in efficacy between arms and the trial was thus halted early after 191 progression events had been observed (101 [37%] events in the everolimus group, 90 [65%] in the placebo group; hazard ratio 0.30, 95% CI 0.22-0.40, p<0.0001; median progression-free survival 4.0 [95% CI 3.7-5.5] vs 1.9 [1.8-1.9] months). Stomatitis (107 [40%] patients in the everolimus group vs 11 [8%] in the placebo group), rash (66 [25%] vs six [4%]), and fatigue (53 [20%] vs 22 [16%]) were the most commonly reported adverse events, but were mostly mild or moderate in severity. Pneumonitis (any grade) was detected in 22 (8%) patients in the everolimus group, of whom eight had pneumonitis of grade 3 severity.

Treatment with everolimus prolongs progression-free survival relative to placebo in patients with metastatic renal cell carcinoma that had progressed on other targeted therapies."
recCEjxAEPIqtxARt,JAN2010,Effective and selective targeting of leukemia cells using a TORC1/2 kinase inhibitor,Janes MR; Fruman DA et al.,2010,Nature medicine,Mechanism,Leukemia cells; mouse,"PP242, TORC1/2 inhibitor, leukemia",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1038/nm.2091,20072130,PMC4017764,True,"Targeting the mammalian target of rapamycin (mTOR) protein is a promising strategy for cancer therapy. The mTOR kinase functions in two complexes, TORC1 (target of rapamycin complex-1) and TORC2 (target of rapamycin complex-2); however, neither of these complexes is fully inhibited by the allosteric inhibitor rapamycin or its analogs. We compared rapamycin with PP242, an inhibitor of the active site of mTOR in both TORC1 and TORC2 (hereafter referred to as TORC1/2), in models of acute leukemia harboring the Philadelphia chromosome (Ph) translocation. We demonstrate that PP242, but not rapamycin, causes death of mouse and human leukemia cells. In vivo, PP242 delays leukemia onset and augments the effects of the current front-line tyrosine kinase inhibitors more effectively than does rapamycin. Unexpectedly, PP242 has much weaker effects than rapamycin on the proliferation and function of normal lymphocytes. PI-103, a less selective TORC1/2 inhibitor that also targets phosphoinositide 3-kinase (PI3K), is more immunosuppressive than PP242. These findings establish that Ph(+) transformed cells are more sensitive than normal lymphocytes to selective TORC1/2 inhibitors and support the development of such inhibitors for leukemia therapy.","The ATP-competitive TORC1/2 inhibitor PP242 selectively kills leukemia cells, sparing normal cells.","Effective and selective targeting of leukemia cells using a TORC1/2 kinase inhibitor
Key finding: The ATP-competitive TORC1/2 inhibitor PP242 selectively kills leukemia cells, sparing normal cells.
Abstract: Targeting the mammalian target of rapamycin (mTOR) protein is a promising strategy for cancer therapy. The mTOR kinase functions in two complexes, TORC1 (target of rapamycin complex-1) and TORC2 (target of rapamycin complex-2); however, neither of these complexes is fully inhibited by the allosteric inhibitor rapamycin or its analogs. We compared rapamycin with PP242, an inhibitor of the active site of mTOR in both TORC1 and TORC2 (hereafter referred to as TORC1/2), in models of acute leukemia harboring the Philadelphia chromosome (Ph) translocation. We demonstrate that PP242, but not rapamycin, causes death of mouse and human leukemia cells. In vivo, PP242 delays leukemia onset and augments the effects of the current front-line tyrosine kinase inhibitors more effectively than does rapamycin. Unexpectedly, PP242 has much weaker effects than rapamycin on the proliferation and function of normal lymphocytes. PI-103, a less selective TORC1/2 inhibitor that also targets phosphoinositide 3-kinase (PI3K), is more immunosuppressive than PP242. These findings establish that Ph(+) transformed cells are more sensitive than normal lymphocytes to selective TORC1/2 inhibitors and support the development of such inhibitors for leukemia therapy."
recCEuU6SzFphu5nK,BUR1998,RAFT1 phosphorylation of the translational regulators p70 S6 kinase and 4E-BP1,Burnett PE; Sabatini DM et al.,1998,Proceedings of the National Academy of Sciences of the United States of America,Mechanism,In vitro,"mTOR/RAFT1, p70 S6K, 4E-BP1",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1073/pnas.95.4.1432,9465032,PMC19032,True,"The complex of rapamycin with its intracellular receptor, FKBP12, interacts with RAFT1/FRAP/mTOR, the in vivo rapamycin-sensitive target and a member of the ataxia telangiectasia mutated (ATM)-related family of kinases that share homology with the catalytic domain of phosphatidylinositol 3-kinase. The function of RAFT1 in the rapamycin-sensitive pathway and its connection to downstream components of the pathway, such as p70 S6 kinase and 4E-BP1, are poorly understood. Here, we show that RAFT1 directly phosphorylates p70(S6k), 4E-BP1, and 4E-BP2 and that serum stimulates RAFT1 kinase activity with kinetics similar to those of p70(S6k) and 4E-BP1 phosphorylation. RAFT1 phosphorylates p70(S6k) on Thr-389, a residue whose phosphorylation is rapamycin-sensitive in vivo and necessary for S6 kinase activity. RAFT1 phosphorylation of 4E-BP1 on Thr-36 and Thr-45 blocks its association with the cap-binding protein, eIF-4E, in vitro, and phosphorylation of Thr-45 seems to be the major regulator of the 4E-BP1-eIF-4E interaction in vivo. RAFT1 phosphorylates p70(S6k) much more effectively than 4E-BP1, and the phosphorylation sites on the two proteins show little homology. This raises the possibility that, in vivo, an unidentified kinase analogous to p70(S6k) is activated by RAFT1 phosphorylation and acts at the rapamycin-sensitive phosphorylation sites of 4E-BP1.","RAFT1/mTOR directly phosphorylates p70 S6K (Thr389) and 4E-BP1, the two central translational effectors.","RAFT1 phosphorylation of the translational regulators p70 S6 kinase and 4E-BP1
Key finding: RAFT1/mTOR directly phosphorylates p70 S6K (Thr389) and 4E-BP1, the two central translational effectors.
Abstract: The complex of rapamycin with its intracellular receptor, FKBP12, interacts with RAFT1/FRAP/mTOR, the in vivo rapamycin-sensitive target and a member of the ataxia telangiectasia mutated (ATM)-related family of kinases that share homology with the catalytic domain of phosphatidylinositol 3-kinase. The function of RAFT1 in the rapamycin-sensitive pathway and its connection to downstream components of the pathway, such as p70 S6 kinase and 4E-BP1, are poorly understood. Here, we show that RAFT1 directly phosphorylates p70(S6k), 4E-BP1, and 4E-BP2 and that serum stimulates RAFT1 kinase activity with kinetics similar to those of p70(S6k) and 4E-BP1 phosphorylation. RAFT1 phosphorylates p70(S6k) on Thr-389, a residue whose phosphorylation is rapamycin-sensitive in vivo and necessary for S6 kinase activity. RAFT1 phosphorylation of 4E-BP1 on Thr-36 and Thr-45 blocks its association with the cap-binding protein, eIF-4E, in vitro, and phosphorylation of Thr-45 seems to be the major regulator of the 4E-BP1-eIF-4E interaction in vivo. RAFT1 phosphorylates p70(S6k) much more effectively than 4E-BP1, and the phosphorylation sites on the two proteins show little homology. This raises the possibility that, in vivo, an unidentified kinase analogous to p70(S6k) is activated by RAFT1 phosphorylation and acts at the rapamycin-sensitive phosphorylation sites of 4E-BP1."
recCdIdRkygk0XIoS,SAX2017,"mTOR Signaling in Growth, Metabolism, and Disease",Saxton RA; Sabatini DM,2017,Cell,Review,Review article,mTOR; mTORC1; mTORC2,D - Mechanistic/Review,Narrative Review,Yes,10.1016/j.cell.2017.02.004,28283069,PMC5394987,True,"The mechanistic target of rapamycin (mTOR) coordinates eukaryotic cell growth and metabolism with environmental inputs, including nutrients and growth factors. Extensive research over the past two decades has established a central role for mTOR in regulating many fundamental cell processes, from protein synthesis to autophagy, and deregulated mTOR signaling is implicated in the progression of cancer and diabetes, as well as the aging process. Here, we review recent advances in our understanding of mTOR function, regulation, and importance in mammalian physiology. We also highlight how the mTOR signaling network contributes to human disease and discuss the current and future prospects for therapeutically targeting mTOR in the clinic.","Comprehensive synthesis of mTORC1/mTORC2 signaling, growth regulation, metabolism, and disease relevance.","mTOR Signaling in Growth, Metabolism, and Disease
Key finding: Comprehensive synthesis of mTORC1/mTORC2 signaling, growth regulation, metabolism, and disease relevance.
Abstract: The mechanistic target of rapamycin (mTOR) coordinates eukaryotic cell growth and metabolism with environmental inputs, including nutrients and growth factors. Extensive research over the past two decades has established a central role for mTOR in regulating many fundamental cell processes, from protein synthesis to autophagy, and deregulated mTOR signaling is implicated in the progression of cancer and diabetes, as well as the aging process. Here, we review recent advances in our understanding of mTOR function, regulation, and importance in mammalian physiology. We also highlight how the mTOR signaling network contributes to human disease and discuss the current and future prospects for therapeutically targeting mTOR in the clinic."
recCeDWleEfH4oOUh,SAB2017,Twenty-five years of mTOR: Uncovering the link from nutrients to growth,Sabatini DM,2017,Proceedings of the National Academy of Sciences of the United States of America,Review,Review,"mTOR, nutrients, growth",D - Mechanistic/Review,Narrative Review,Yes,10.1073/pnas.1716173114,29078414,PMC5692607,True,"In my PNAS Inaugural Article, I describe the development of the mTOR field, starting with efforts to understand the mechanism of action of the drug rapamycin, which ~25 y ago led to the discovery of the mTOR protein kinase. I focus on insights that we have contributed and on work that has been particularly influential to me, as well as provide some personal reflections and stories. We now appreciate that, as part of two distinct complexes, mTORC1 and mTORC2, mTOR is the major regulator of growth (mass accumulation) in animals and is the key link between the availability of nutrients in the environment and the control of most anabolic and catabolic processes. Nutrients signal to mTORC1 through the lysosome-associated Rag GTPases and their many regulators and associated cytosolic and lysosomal nutrient sensors. mTOR signaling is deregulated in common diseases, like cancer and epilepsy, and mTORC1 is a well-validated modulator of aging in multiple model organisms. There is significant excitement around using mTORC1 inhibitors to treat cancer and neurological disease and, potentially, to improve healthspan and lifespan.",Sabatini's 25-year synthesis linking nutrient sensing to growth through mTOR.,"Twenty-five years of mTOR: Uncovering the link from nutrients to growth
Key finding: Sabatini's 25-year synthesis linking nutrient sensing to growth through mTOR.
Abstract: In my PNAS Inaugural Article, I describe the development of the mTOR field, starting with efforts to understand the mechanism of action of the drug rapamycin, which ~25 y ago led to the discovery of the mTOR protein kinase. I focus on insights that we have contributed and on work that has been particularly influential to me, as well as provide some personal reflections and stories. We now appreciate that, as part of two distinct complexes, mTORC1 and mTORC2, mTOR is the major regulator of growth (mass accumulation) in animals and is the key link between the availability of nutrients in the environment and the control of most anabolic and catabolic processes. Nutrients signal to mTORC1 through the lysosome-associated Rag GTPases and their many regulators and associated cytosolic and lysosomal nutrient sensors. mTOR signaling is deregulated in common diseases, like cancer and epilepsy, and mTORC1 is a well-validated modulator of aging in multiple model organisms. There is significant excitement around using mTORC1 inhibitors to treat cancer and neurological disease and, potentially, to improve healthspan and lifespan."
recCk7Npl1k0ZXkSS,STR2012,"Evaluation of resveratrol, green tea extract, curcumin, oxaloacetic acid, and medium-chain triglyceride oil on life span of genetically heterogeneous mice",Strong R; Miller RA; Harrison DE et al.,2012,J Gerontol A Biol Sci Med Sci,Negative_result,"Mouse (genetically heterogeneous, ITP, 3 sites)",Resveratrol; Green tea extract; Curcumin; Oxaloacetic acid; MCT oil; Longevity,C - Animal,4 - Animal Study,Yes,10.1093/gerona/gls070,22451473,PMC3598361,True,"The National Institute on Aging Interventions Testing Program (ITP) was established to evaluate agents that are hypothesized to increase life span and/or health span in genetically heterogeneous mice. Each compound is tested in parallel at three test sites. It is the goal of the ITP to publish all results, negative or positive. We report here on the results of lifelong treatment of mice, beginning at 4 months of age, with each of five agents, that is, green tea extract (GTE), curcumin, oxaloacetic acid, medium-chain triglyceride oil, and resveratrol, on the life span of genetically heterogeneous mice. Each agent was administered beginning at 4 months of age. None of these five agents had a statistically significant effect on life span of male or female mice, by log-rank test, at the concentrations tested, although a secondary analysis suggested that GTE might diminish the risk of midlife deaths in females only.","None of five popular longevity compounds had a statistically significant effect on lifespan. The paper explicitly states the ITP's mission is to publish all results, positive or negative - the exact registry model this Atlas should emulate.","Evaluation of resveratrol, green tea extract, curcumin, oxaloacetic acid, and medium-chain triglyceride oil on life span of genetically heterogeneous mice
Key finding: None of five popular longevity compounds had a statistically significant effect on lifespan. The paper explicitly states the ITP's mission is to publish all results, positive or negative - the exact registry model this Atlas should emulate.
Abstract: The National Institute on Aging Interventions Testing Program (ITP) was established to evaluate agents that are hypothesized to increase life span and/or health span in genetically heterogeneous mice. Each compound is tested in parallel at three test sites. It is the goal of the ITP to publish all results, negative or positive. We report here on the results of lifelong treatment of mice, beginning at 4 months of age, with each of five agents, that is, green tea extract (GTE), curcumin, oxaloacetic acid, medium-chain triglyceride oil, and resveratrol, on the life span of genetically heterogeneous mice. Each agent was administered beginning at 4 months of age. None of these five agents had a statistically significant effect on life span of male or female mice, by log-rank test, at the concentrations tested, although a secondary analysis suggested that GTE might diminish the risk of midlife deaths in females only."
recCuUu3AZ7YhQAoF,DOR2006,S6K1- and betaTRCP-mediated degradation of PDCD4 promotes protein translation and cell growth,Dorrello NV; Pagano M et al.,2006,Science,Mechanism,Mammalian cells,"S6K1, PDCD4, betaTRCP",D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1126/science.1130276,,,False,"The tumor suppressor programmed cell death protein 4 (PDCD4) inhibits the translation initiation factor eIF4A, an RNA helicase that catalyzes the unwinding of secondary structure at the 5' untranslated region (5'UTR) of messenger RNAs (mRNAs). In response to mitogens, PDCD4 was rapidly phosphorylated on Ser67 by the protein kinase S6K1 and subsequently degraded via the ubiquitin ligase SCF(betaTRCP). Expression in cultured cells of a stable PDCD4 mutant that is unable to bind betaTRCP inhibited translation of an mRNA with a structured 5'UTR, resulted in smaller cell size, and slowed down cell cycle progression. We propose that regulated degradation of PDCD4 in response to mitogens allows efficient protein synthesis and consequently cell growth.",S6K1 triggers betaTRCP-mediated degradation of the tumour suppressor PDCD4 to promote translation.,"S6K1- and betaTRCP-mediated degradation of PDCD4 promotes protein translation and cell growth
Key finding: S6K1 triggers betaTRCP-mediated degradation of the tumour suppressor PDCD4 to promote translation.
Abstract: The tumor suppressor programmed cell death protein 4 (PDCD4) inhibits the translation initiation factor eIF4A, an RNA helicase that catalyzes the unwinding of secondary structure at the 5' untranslated region (5'UTR) of messenger RNAs (mRNAs). In response to mitogens, PDCD4 was rapidly phosphorylated on Ser67 by the protein kinase S6K1 and subsequently degraded via the ubiquitin ligase SCF(betaTRCP). Expression in cultured cells of a stable PDCD4 mutant that is unable to bind betaTRCP inhibited translation of an mRNA with a structured 5'UTR, resulted in smaller cell size, and slowed down cell cycle progression. We propose that regulated degradation of PDCD4 in response to mitogens allows efficient protein synthesis and consequently cell growth."
recCw149f4OjbGnJS,HAR2014,"Acarbose, 17-alpha-estradiol, and nordihydroguaiaretic acid extend mouse lifespan preferentially in males",Harrison DE; Miller RA et al.,2014,Aging Cell,Animal,"Mouse (genetically heterogeneous, ITP, 3 sites)",Acarbose; Longevity,C - Animal,4 - Animal Study,Yes,10.1111/acel.12170,24245565,PMC3954939,True,"Four agents--acarbose (ACA), 17-α-estradiol (EST), nordihydroguaiaretic acid (NDGA), and methylene blue (MB)--were evaluated for lifespan effects in genetically heterogeneous mice tested at three sites. Acarbose increased male median lifespan by 22% (P < 0.0001), but increased female median lifespan by only 5% (P = 0.01). This sexual dimorphism in ACA lifespan effect could not be explained by differences in effects on weight. Maximum lifespan (90th percentile) increased 11% (P < 0.001) in males and 9% (P = 0.001) in females. EST increased male median lifespan by 12% (P = 0.002), but did not lead to a significant effect on maximum lifespan. The benefits of EST were much stronger at one test site than at the other two and were not explained by effects on body weight. EST did not alter female lifespan. NDGA increased male median lifespan by 8-10% at three different doses, with P-values ranging from 0.04 to 0.005. Females did not show a lifespan benefit from NDGA, even at a dose that produced blood levels similar to those in males, which did show a strong lifespan benefit. MB did not alter median lifespan of males or females, but did produce a small, statistically significant (6%, P = 0.004) increase in female maximum lifespan. These results provide new pharmacological models for exploring processes that regulate the timing of aging and late-life diseases, and in particular for testing hypotheses about sexual dimorphism in aging and health.","Beyond rapamycin, the same ITP program found acarbose extended male median lifespan by 22% - proof the registry finds real positive hits too, not only negative results.","Acarbose, 17-alpha-estradiol, and nordihydroguaiaretic acid extend mouse lifespan preferentially in males
Key finding: Beyond rapamycin, the same ITP program found acarbose extended male median lifespan by 22% - proof the registry finds real positive hits too, not only negative results.
Abstract: Four agents--acarbose (ACA), 17-α-estradiol (EST), nordihydroguaiaretic acid (NDGA), and methylene blue (MB)--were evaluated for lifespan effects in genetically heterogeneous mice tested at three sites. Acarbose increased male median lifespan by 22% (P < 0.0001), but increased female median lifespan by only 5% (P = 0.01). This sexual dimorphism in ACA lifespan effect could not be explained by differences in effects on weight. Maximum lifespan (90th percentile) increased 11% (P < 0.001) in males and 9% (P = 0.001) in females. EST increased male median lifespan by 12% (P = 0.002), but did not lead to a significant effect on maximum lifespan. The benefits of EST were much stronger at one test site than at the other two and were not explained by effects on body weight. EST did not alter female lifespan. NDGA increased male median lifespan by 8-10% at three different doses, with P-values ranging from 0.04 to 0.005. Females did not show a lifespan benefit from NDGA, even at a dose that produced blood levels similar to those in males, which did show a strong lifespan benefit. MB did not alter median lifespan of males or females, but did produce a small, statistically significant (6%, P = 0.004) increase in female maximum lifespan. These results provide new pharmacological models for exploring processes that regulate the timing of aging and late-life diseases, and in particular for testing hypotheses about sexual dimorphism in aging and health."
recD5jNlX2hyAS1qJ,MAN2018,TORC1 inhibition enhances immune function and reduces infections in the elderly,Mannick JB; Morris M; Hockey HP; Roma G; Beibel M; et al.; Klickstein LB,2018,Science Translational Medicine,Human,"Humans, phase 2a RCT (n=264, elderly)",RTB101; Everolimus; Immune function; mTORC1,B - Human,2 - Human Clinical Trial,Yes,10.1126/scitranslmed.aaq1564,,,False,"Inhibition of the mechanistic target of rapamycin (mTOR) protein kinase extends life span and ameliorates aging-related pathologies including declining immune function in model organisms. The objective of this phase 2a randomized, placebo-controlled clinical trial was to determine whether low-dose mTOR inhibitor therapy enhanced immune function and decreased infection rates in 264 elderly subjects given the study drugs for 6 weeks. A low-dose combination of a catalytic (BEZ235) plus an allosteric (RAD001) mTOR inhibitor that selectively inhibits target of rapamycin complex 1 (TORC1) downstream of mTOR was safe and was associated with a significant (= 0.001) decrease in the rate of infections reported by elderly subjects for a year after study drug initiation. In addition, we observed an up-regulation of antiviral gene expression and an improvement in the response to influenza vaccination in this treatment group. Thus, selective TORC1 inhibition has the potential to improve immune function and reduce infections in the elderly.","The strongest human evidence that mTOR inhibition can rejuvenate a specific function of aging - immunity. In 264 elderly people, a low-dose combination that selectively hits TORC1 significantly reduced infections over the following year and boosted antiviral gene expression and flu-vaccine response. The follow-up to Mannick 2014.","TORC1 inhibition enhances immune function and reduces infections in the elderly
Key finding: The strongest human evidence that mTOR inhibition can rejuvenate a specific function of aging - immunity. In 264 elderly people, a low-dose combination that selectively hits TORC1 significantly reduced infections over the following year and boosted antiviral gene expression and flu-vaccine response. The follow-up to Mannick 2014.
Abstract: Inhibition of the mechanistic target of rapamycin (mTOR) protein kinase extends life span and ameliorates aging-related pathologies including declining immune function in model organisms. The objective of this phase 2a randomized, placebo-controlled clinical trial was to determine whether low-dose mTOR inhibitor therapy enhanced immune function and decreased infection rates in 264 elderly subjects given the study drugs for 6 weeks. A low-dose combination of a catalytic (BEZ235) plus an allosteric (RAD001) mTOR inhibitor that selectively inhibits target of rapamycin complex 1 (TORC1) downstream of mTOR was safe and was associated with a significant (= 0.001) decrease in the rate of infections reported by elderly subjects for a year after study drug initiation. In addition, we observed an up-regulation of antiviral gene expression and an improvement in the response to influenza vaccination in this treatment group. Thus, selective TORC1 inhibition has the potential to improve immune function and reduce infections in the elderly."
recDR1AY40yzouWmn,LIU2020,"mTOR at the nexus of nutrition, growth, ageing and disease",Liu GY; Sabatini DM,2020,Nature Reviews Molecular Cell Biology,Review,Review (comprehensive),mTORC1; mTORC2; Longevity; Autophagy,D - Mechanistic/Review,Narrative Review,Yes,10.1038/s41580-019-0199-y,31937935,PMC7102936,True,"The mTOR pathway integrates a diverse set of environmental cues, such as growth factor signals and nutritional status, to direct eukaryotic cell growth. Over the past two and a half decades, mapping of the mTOR signalling landscape has revealed that mTOR controls biomass accumulation and metabolism by modulating key cellular processes, including protein synthesis and autophagy. Given the pathway's central role in maintaining cellular and physiological homeostasis, dysregulation of mTOR signalling has been implicated in metabolic disorders, neurodegeneration, cancer and ageing. In this Review, we highlight recent advances in our understanding of the complex regulation of the mTOR pathway and discuss its function in the context of physiology, human disease and pharmacological intervention.","The flagship modern review of the whole field, from Sabatini's own lab (Nature Reviews Molecular Cell Biology). Maps 25+ years of mTOR biology - how it senses nutrients, controls growth and autophagy, and goes wrong in cancer, neurodegeneration, metabolic disease and aging. The single best orientation document for the entire Atlas.","mTOR at the nexus of nutrition, growth, ageing and disease
Key finding: The flagship modern review of the whole field, from Sabatini's own lab (Nature Reviews Molecular Cell Biology). Maps 25+ years of mTOR biology - how it senses nutrients, controls growth and autophagy, and goes wrong in cancer, neurodegeneration, metabolic disease and aging. The single best orientation document for the entire Atlas.
Abstract: The mTOR pathway integrates a diverse set of environmental cues, such as growth factor signals and nutritional status, to direct eukaryotic cell growth. Over the past two and a half decades, mapping of the mTOR signalling landscape has revealed that mTOR controls biomass accumulation and metabolism by modulating key cellular processes, including protein synthesis and autophagy. Given the pathway's central role in maintaining cellular and physiological homeostasis, dysregulation of mTOR signalling has been implicated in metabolic disorders, neurodegeneration, cancer and ageing. In this Review, we highlight recent advances in our understanding of the complex regulation of the mTOR pathway and discuss its function in the context of physiology, human disease and pharmacological intervention."
recDksrmz0xNzqMIy,SAR2004,"Rictor, a novel binding partner of mTOR, defines a rapamycin-insensitive and raptor-independent pathway that regulates the cytoskeleton",Sarbassov DD; Ali SM; Kim DH; Guertin DA; Latek RR; Erdjument-Bromage H; Tempst P; Sabatini DM,2004,Current Biology,Mechanism,Human cells + Drosophila,mTORC2; Rictor; mTOR; Akt/PKB,D - Mechanistic/Review,5 - Mechanistic / In Vitro,Yes,10.1016/j.cub.2004.06.054,,,False,"The mammalian TOR (mTOR) pathway integrates nutrient- and growth factor-derived signals to regulate growth, the process whereby cells accumulate mass and increase in size. mTOR is a large protein kinase and the target of rapamycin, an immunosuppressant that also blocks vessel restenosis and has potential anticancer applications. mTOR interacts with the raptor and GbetaL proteins to form a complex that is the target of rapamycin. Here, we demonstrate that mTOR is also part of a distinct complex defined by the novel protein rictor (rapamycin-insensitive companion of mTOR). Rictor shares homology with the previously described pianissimo from D. discoidieum, STE20p from S. pombe, and AVO3p from S. cerevisiae. Interestingly, AVO3p is part of a rapamycin-insensitive TOR complex that does not contain the yeast homolog of raptor and signals to the actin cytoskeleton through PKC1. Consistent with this finding, the rictor-containing mTOR complex contains GbetaL but not raptor and it neither regulates the mTOR effector S6K1 nor is it bound by FKBP12-rapamycin. We find that the rictor-mTOR complex modulates the phosphorylation of Protein Kinase C alpha (PKCalpha) and the actin cytoskeleton, suggesting that this aspect of TOR signaling is conserved between yeast and mammals.","Discovery of Rictor and the SECOND mTOR complex, mTORC2. Crucially showed this complex is NOT blocked by rapamycin and does not use Raptor - it controls the cytoskeleton via PKC. This is the paper that split mTOR biology into 'two faces' at the molecular level.","Rictor, a novel binding partner of mTOR, defines a rapamycin-insensitive and raptor-independent pathway that regulates the cytoskeleton
Key finding: Discovery of Rictor and the SECOND mTOR complex, mTORC2. Crucially showed this complex is NOT blocked by rapamycin and does not use Raptor - it controls the cytoskeleton via PKC. This is the paper that split mTOR biology into 'two faces' at the molecular level.
Abstract: The mammalian TOR (mTOR) pathway integrates nutrient- and growth factor-derived signals to regulate growth, the process whereby cells accumulate mass and increase in size. mTOR is a large protein kinase and the target of rapamycin, an immunosuppressant that also blocks vessel restenosis and has potential anticancer applications. mTOR interacts with the raptor and GbetaL proteins to form a complex that is the target of rapamycin. Here, we demonstrate that mTOR is also part of a distinct complex defined by the novel protein rictor (rapamycin-insensitive companion of mTOR). Rictor shares homology with the previously described pianissimo from D. discoidieum, STE20p from S. pombe, and AVO3p from S. cerevisiae. Interestingly, AVO3p is part of a rapamycin-insensitive TOR complex that does not contain the yeast homolog of raptor and signals to the actin cytoskeleton through PKC1. Consistent with this finding, the rictor-containing mTOR complex contains GbetaL but not raptor and it neither regulates the mTOR effector S6K1 nor is it bound by FKBP12-rapamycin. We find that the rictor-mTOR complex modulates the phosphorylation of Protein Kinase C alpha (PKCalpha) and the actin cytoskeleton, suggesting that this aspect of TOR signaling is conserved between yeast and mammals."
